ID CIP6,CIP6,ID Year,Year,ID University,University,ID Gender,Gender,Completions,Slug University,Slug CIP6
91001,Publishing,2013,2013,193900,New York University,2,Women,36,new-york-university,publishing-091001
131312,Music Teacher Education,2019,2019,193900,New York University,2,Women,36,new-york-university,music-teacher-education
141001,Electrical & Electronics Engineering,2015,2015,193900,New York University,2,Women,36,new-york-university,electrical-electronics-engineering
141001,Electrical & Electronics Engineering,2016,2016,193900,New York University,2,Women,36,new-york-university,electrical-electronics-engineering
270101,General Mathematics,2012,2012,193900,New York University,2,Women,36,new-york-university,general-mathematics
270501,General Statistics,2017,2017,193900,New York University,2,Women,36,new-york-university,general-statistics
513814,Critical Care Nursing,2013,2013,193900,New York University,2,Women,36,new-york-university,critical-care-nursing
521002,Labor & Industrial Relations,2012,2012,193900,New York University,2,Women,36,new-york-university,labor-industrial-relations
91001,Publishing,2012,2012,193900,New York University,2,Women,35,new-york-university,publishing-091001
91001,Publishing,2015,2015,193900,New York University,2,Women,35,new-york-university,publishing-091001
131210,Early Childhood Education & Teaching,2013,2013,193900,New York University,2,Women,35,new-york-university,early-childhood-education-teaching
131210,Early Childhood Education & Teaching,2017,2017,193900,New York University,2,Women,35,new-york-university,early-childhood-education-teaching
160104,Comparative Literature,2013,2013,193900,New York University,2,Women,35,new-york-university,comparative-literature
160905,Spanish Language & Literature,2014,2014,193900,New York University,2,Women,35,new-york-university,spanish-language-literature
160905,Spanish Language & Literature,2017,2017,193900,New York University,2,Women,35,new-york-university,spanish-language-literature
261301,Ecology,2013,2013,193900,New York University,2,Women,35,new-york-university,ecology
261301,Ecology,2019,2019,193900,New York University,2,Women,35,new-york-university,ecology
261501,Neuroscience,2017,2017,193900,New York University,2,Women,35,new-york-university,neuroscience-261501
261501,Neuroscience,2018,2018,193900,New York University,2,Women,35,new-york-university,neuroscience-261501
270101,General Mathematics,2013,2013,193900,New York University,2,Women,35,new-york-university,general-mathematics
400501,General Chemistry,2018,2018,193900,New York University,2,Women,35,new-york-university,general-chemistry
400501,General Chemistry,2019,2019,193900,New York University,2,Women,35,new-york-university,general-chemistry
513814,Critical Care Nursing,2016,2016,193900,New York University,2,Women,35,new-york-university,critical-care-nursing
521101,"International Business, Trade, & Commerce",2013,2013,193900,New York University,2,Women,35,new-york-university,international-business-trade-commerce
91001,Publishing,2019,2019,193900,New York University,2,Women,34,new-york-university,publishing-091001
139999,Other Education,2014,2014,193900,New York University,2,Women,34,new-york-university,other-education
301401,Museum Studies,2015,2015,193900,New York University,2,Women,34,new-york-university,museum-studies-301401
450201,Anthropology,2018,2018,193900,New York University,2,Women,34,new-york-university,anthropology-450201
450601,General Economics,2019,2019,193900,New York University,2,Women,34,new-york-university,general-economics
510702,Hospital & Health Care Facilities Management,2019,2019,193900,New York University,2,Women,34,new-york-university,hospital-health-care-facilities-management
512308,Physical Therapy,2016,2016,193900,New York University,2,Women,34,new-york-university,physical-therapy
520601,Business & Managerial Economics,2012,2012,193900,New York University,2,Women,34,new-york-university,business-managerial-economics
91001,Publishing,2018,2018,193900,New York University,2,Women,33,new-york-university,publishing-091001
160103,Language Interpretation & Translation,2018,2018,193900,New York University,2,Women,33,new-york-university,language-interpretation-translation
220205,"Banking, Corporate, Finance, & Securities Law",2017,2017,193900,New York University,2,Women,33,new-york-university,banking-corporate-finance-securities-law
220209,International Law & Legal Studies,2014,2014,193900,New York University,2,Women,33,new-york-university,international-law-legal-studies
270101,General Mathematics,2017,2017,193900,New York University,2,Women,33,new-york-university,general-mathematics
270501,General Statistics,2018,2018,193900,New York University,2,Women,33,new-york-university,general-statistics
449999,Other Public Administration & Social Service Professions,2013,2013,193900,New York University,2,Women,33,new-york-university,other-public-administration-social-service-professions
451201,Urban Studies,2013,2013,193900,New York University,2,Women,33,new-york-university,urban-studies
510501,General Dental Clinical Sciences,2019,2019,193900,New York University,2,Women,33,new-york-university,general-dental-clinical-sciences
513803,Adult Health Nurse,2018,2018,193900,New York University,2,Women,33,new-york-university,adult-health-nurse
140701,Chemical Engineering,2018,2018,193900,New York University,2,Women,32,new-york-university,chemical-engineering-140701
140801,General Civil Engineering,2016,2016,193900,New York University,2,Women,32,new-york-university,general-civil-engineering
141901,Mechanical Engineering,2019,2019,193900,New York University,2,Women,32,new-york-university,mechanical-engineering-141901
160901,French Language & Literature,2016,2016,193900,New York University,2,Women,32,new-york-university,french-language-literature
220205,"Banking, Corporate, Finance, & Securities Law",2015,2015,193900,New York University,2,Women,32,new-york-university,banking-corporate-finance-securities-law
261301,Ecology,2017,2017,193900,New York University,2,Women,32,new-york-university,ecology
301401,Museum Studies,2018,2018,193900,New York University,2,Women,32,new-york-university,museum-studies-301401
400501,General Chemistry,2017,2017,193900,New York University,2,Women,32,new-york-university,general-chemistry
400801,General Physics,2015,2015,193900,New York University,2,Women,32,new-york-university,general-physics
450101,General Social Sciences,2019,2019,193900,New York University,2,Women,32,new-york-university,general-social-sciences-450101
451201,Urban Studies,2018,2018,193900,New York University,2,Women,32,new-york-university,urban-studies
520301,Accounting,2016,2016,193900,New York University,2,Women,32,new-york-university,accounting-520301
520899,Other Finance & Financial Management Services,2014,2014,193900,New York University,2,Women,32,new-york-university,other-finance-financial-management-services
50114,Western European Studies,2013,2013,193900,New York University,2,Women,31,new-york-university,western-european-studies
91001,Publishing,2017,2017,193900,New York University,2,Women,31,new-york-university,publishing-091001
131210,Early Childhood Education & Teaching,2018,2018,193900,New York University,2,Women,31,new-york-university,early-childhood-education-teaching
131210,Early Childhood Education & Teaching,2019,2019,193900,New York University,2,Women,31,new-york-university,early-childhood-education-teaching
140901,General Computer Engineering,2019,2019,193900,New York University,2,Women,31,new-york-university,general-computer-engineering
231302,Creative Writing,2014,2014,193900,New York University,2,Women,31,new-york-university,creative-writing-231302
231302,Creative Writing,2018,2018,193900,New York University,2,Women,31,new-york-university,creative-writing-231302
261301,Ecology,2016,2016,193900,New York University,2,Women,31,new-york-university,ecology
261501,Neuroscience,2015,2015,193900,New York University,2,Women,31,new-york-university,neuroscience-261501
261501,Neuroscience,2016,2016,193900,New York University,2,Women,31,new-york-university,neuroscience-261501
301401,Museum Studies,2014,2014,193900,New York University,2,Women,31,new-york-university,museum-studies-301401
380101,Philosophy,2013,2013,193900,New York University,2,Women,31,new-york-university,philosophy-380101
512308,Physical Therapy,2014,2014,193900,New York University,2,Women,31,new-york-university,physical-therapy
512308,Physical Therapy,2017,2017,193900,New York University,2,Women,31,new-york-university,physical-therapy
513803,Adult Health Nurse,2014,2014,193900,New York University,2,Women,31,new-york-university,adult-health-nurse
519999,Other Health Professions & Related Clinical Sciences,2017,2017,193900,New York University,2,Women,31,new-york-university,other-health-professions-related-clinical-sciences-519999
50108,Near & Middle Eastern Studies,2015,2015,193900,New York University,2,Women,30,new-york-university,near-middle-eastern-studies
110104,Informatics,2018,2018,193900,New York University,2,Women,30,new-york-university,informatics
139999,Other Education,2013,2013,193900,New York University,2,Women,30,new-york-university,other-education
140701,Chemical Engineering,2016,2016,193900,New York University,2,Women,30,new-york-university,chemical-engineering-140701
261301,Ecology,2015,2015,193900,New York University,2,Women,30,new-york-university,ecology
270101,General Mathematics,2015,2015,193900,New York University,2,Women,30,new-york-university,general-mathematics
301401,Museum Studies,2017,2017,193900,New York University,2,Women,30,new-york-university,museum-studies-301401
519999,Other Health Professions & Related Clinical Sciences,2013,2013,193900,New York University,2,Women,30,new-york-university,other-health-professions-related-clinical-sciences-519999
50108,Near & Middle Eastern Studies,2014,2014,193900,New York University,2,Women,29,new-york-university,near-middle-eastern-studies
90702,Digital Communication & Multimedia,2016,2016,193900,New York University,2,Women,29,new-york-university,digital-communication-multimedia
140701,Chemical Engineering,2019,2019,193900,New York University,2,Women,29,new-york-university,chemical-engineering-140701
140901,General Computer Engineering,2018,2018,193900,New York University,2,Women,29,new-york-university,general-computer-engineering
261301,Ecology,2014,2014,193900,New York University,2,Women,29,new-york-university,ecology
301401,Museum Studies,2019,2019,193900,New York University,2,Women,29,new-york-university,museum-studies-301401
451201,Urban Studies,2016,2016,193900,New York University,2,Women,29,new-york-university,urban-studies
459999,Other Social Sciences,2015,2015,193900,New York University,2,Women,29,new-york-university,other-social-sciences-459999
50114,Western European Studies,2012,2012,193900,New York University,2,Women,28,new-york-university,western-european-studies
130701,International & Comparative Education,2019,2019,193900,New York University,2,Women,28,new-york-university,international-comparative-education-130701
131311,Mathematics Teacher Education,2012,2012,193900,New York University,2,Women,28,new-york-university,mathematics-teacher-education
139999,Other Education,2012,2012,193900,New York University,2,Women,28,new-york-university,other-education
139999,Other Education,2015,2015,193900,New York University,2,Women,28,new-york-university,other-education
141901,Mechanical Engineering,2017,2017,193900,New York University,2,Women,28,new-york-university,mechanical-engineering-141901
141901,Mechanical Engineering,2018,2018,193900,New York University,2,Women,28,new-york-university,mechanical-engineering-141901
143301,Construction Engineering,2018,2018,193900,New York University,2,Women,28,new-york-university,construction-engineering-143301
160901,French Language & Literature,2017,2017,193900,New York University,2,Women,28,new-york-university,french-language-literature
231302,Creative Writing,2012,2012,193900,New York University,2,Women,28,new-york-university,creative-writing-231302
260401,Cellular Biology & Histology,2019,2019,193900,New York University,2,Women,28,new-york-university,cellular-biology-histology
260901,General Physiology,2019,2019,193900,New York University,2,Women,28,new-york-university,general-physiology
380101,Philosophy,2016,2016,193900,New York University,2,Women,28,new-york-university,philosophy-380101
500702,General Fine Studio Arts,2019,2019,193900,New York University,2,Women,28,new-york-university,general-fine-studio-arts
512308,Physical Therapy,2018,2018,193900,New York University,2,Women,28,new-york-university,physical-therapy
512308,Physical Therapy,2019,2019,193900,New York University,2,Women,28,new-york-university,physical-therapy
40301,"Urban, Community, & Regional Planning",2017,2017,193900,New York University,2,Women,27,new-york-university,urban-community-regional-planning
50104,East Asian Studies,2014,2014,193900,New York University,2,Women,27,new-york-university,east-asian-studies
50108,Near & Middle Eastern Studies,2018,2018,193900,New York University,2,Women,27,new-york-university,near-middle-eastern-studies
140701,Chemical Engineering,2017,2017,193900,New York University,2,Women,27,new-york-university,chemical-engineering-140701
160104,Comparative Literature,2018,2018,193900,New York University,2,Women,27,new-york-university,comparative-literature
231302,Creative Writing,2015,2015,193900,New York University,2,Women,27,new-york-university,creative-writing-231302
231302,Creative Writing,2017,2017,193900,New York University,2,Women,27,new-york-university,creative-writing-231302
261301,Ecology,2018,2018,193900,New York University,2,Women,27,new-york-university,ecology
400501,General Chemistry,2016,2016,193900,New York University,2,Women,27,new-york-university,general-chemistry
451201,Urban Studies,2014,2014,193900,New York University,2,Women,27,new-york-university,urban-studies
500402,Commercial & Advertising Art,2012,2012,193900,New York University,2,Women,27,new-york-university,commercial-advertising-art
500605,Photography,2018,2018,193900,New York University,2,Women,27,new-york-university,photography
510501,General Dental Clinical Sciences,2013,2013,193900,New York University,2,Women,27,new-york-university,general-dental-clinical-sciences
521002,Labor & Industrial Relations,2014,2014,193900,New York University,2,Women,27,new-york-university,labor-industrial-relations
40301,"Urban, Community, & Regional Planning",2012,2012,193900,New York University,2,Women,26,new-york-university,urban-community-regional-planning
110104,Informatics,2016,2016,193900,New York University,2,Women,26,new-york-university,informatics
130501,Educational & Instructional Technology,2017,2017,193900,New York University,2,Women,26,new-york-university,educational-instructional-technology
160905,Spanish Language & Literature,2013,2013,193900,New York University,2,Women,26,new-york-university,spanish-language-literature
169999,"Other Foreign Languages, Literatures, & Linguistics",2013,2013,193900,New York University,2,Women,26,new-york-university,other-foreign-languages-literatures-linguistics
230101,General English Language & Literature,2013,2013,193900,New York University,2,Women,26,new-york-university,general-english-language-literature-230101
449999,Other Public Administration & Social Service Professions,2018,2018,193900,New York University,2,Women,26,new-york-university,other-public-administration-social-service-professions
450601,General Economics,2018,2018,193900,New York University,2,Women,26,new-york-university,general-economics
451201,Urban Studies,2015,2015,193900,New York University,2,Women,26,new-york-university,urban-studies
500605,Photography,2012,2012,193900,New York University,2,Women,26,new-york-university,photography
50108,Near & Middle Eastern Studies,2012,2012,193900,New York University,2,Women,25,new-york-university,near-middle-eastern-studies
131205,Secondary Education & Teaching,2019,2019,193900,New York University,2,Women,25,new-york-university,secondary-education-teaching
131306,Foreign Language Teacher Education,2014,2014,193900,New York University,2,Women,25,new-york-university,foreign-language-teacher-education
139999,Other Education,2016,2016,193900,New York University,2,Women,25,new-york-university,other-education
140701,Chemical Engineering,2015,2015,193900,New York University,2,Women,25,new-york-university,chemical-engineering-140701
230101,General English Language & Literature,2012,2012,193900,New York University,2,Women,25,new-york-university,general-english-language-literature-230101
400501,General Chemistry,2012,2012,193900,New York University,2,Women,25,new-york-university,general-chemistry
451201,Urban Studies,2012,2012,193900,New York University,2,Women,25,new-york-university,urban-studies
500605,Photography,2016,2016,193900,New York University,2,Women,25,new-york-university,photography
500913,Music Technology,2018,2018,193900,New York University,2,Women,25,new-york-university,music-technology
512308,Physical Therapy,2015,2015,193900,New York University,2,Women,25,new-york-university,physical-therapy
513810,Psychiatric Nurse,2019,2019,193900,New York University,2,Women,25,new-york-university,psychiatric-nurse
40301,"Urban, Community, & Regional Planning",2014,2014,193900,New York University,2,Women,24,new-york-university,urban-community-regional-planning
110401,Information Science,2013,2013,193900,New York University,2,Women,24,new-york-university,information-science
130501,Educational & Instructional Technology,2019,2019,193900,New York University,2,Women,24,new-york-university,educational-instructional-technology
140901,General Computer Engineering,2015,2015,193900,New York University,2,Women,24,new-york-university,general-computer-engineering
160905,Spanish Language & Literature,2012,2012,193900,New York University,2,Women,24,new-york-university,spanish-language-literature
160905,Spanish Language & Literature,2015,2015,193900,New York University,2,Women,24,new-york-university,spanish-language-literature
160905,Spanish Language & Literature,2018,2018,193900,New York University,2,Women,24,new-york-university,spanish-language-literature
231302,Creative Writing,2013,2013,193900,New York University,2,Women,24,new-york-university,creative-writing-231302
261201,Biotechnology,2017,2017,193900,New York University,2,Women,24,new-york-university,biotechnology-261201
301401,Museum Studies,2016,2016,193900,New York University,2,Women,24,new-york-university,museum-studies-301401
459999,Other Social Sciences,2016,2016,193900,New York University,2,Women,24,new-york-university,other-social-sciences-459999
510501,General Dental Clinical Sciences,2012,2012,193900,New York University,2,Women,24,new-york-university,general-dental-clinical-sciences
521101,"International Business, Trade, & Commerce",2014,2014,193900,New York University,2,Women,24,new-york-university,international-business-trade-commerce
40301,"Urban, Community, & Regional Planning",2013,2013,193900,New York University,2,Women,23,new-york-university,urban-community-regional-planning
40301,"Urban, Community, & Regional Planning",2016,2016,193900,New York University,2,Women,23,new-york-university,urban-community-regional-planning
40301,"Urban, Community, & Regional Planning",2018,2018,193900,New York University,2,Women,23,new-york-university,urban-community-regional-planning
50108,Near & Middle Eastern Studies,2013,2013,193900,New York University,2,Women,23,new-york-university,near-middle-eastern-studies
110104,Informatics,2017,2017,193900,New York University,2,Women,23,new-york-university,informatics
130501,Educational & Instructional Technology,2018,2018,193900,New York University,2,Women,23,new-york-university,educational-instructional-technology
140801,General Civil Engineering,2018,2018,193900,New York University,2,Women,23,new-york-university,general-civil-engineering
160102,Linguistics,2019,2019,193900,New York University,2,Women,23,new-york-university,linguistics
160104,Comparative Literature,2012,2012,193900,New York University,2,Women,23,new-york-university,comparative-literature
260910,Pathology & Experimental Pathology,2019,2019,193900,New York University,2,Women,23,new-york-university,pathology-experimental-pathology
261001,Pharmacology,2019,2019,193900,New York University,2,Women,23,new-york-university,pharmacology
400501,General Chemistry,2013,2013,193900,New York University,2,Women,23,new-york-university,general-chemistry
449999,Other Public Administration & Social Service Professions,2014,2014,193900,New York University,2,Women,23,new-york-university,other-public-administration-social-service-professions
459999,Other Social Sciences,2013,2013,193900,New York University,2,Women,23,new-york-university,other-social-sciences-459999
500605,Photography,2013,2013,193900,New York University,2,Women,23,new-york-university,photography
500605,Photography,2014,2014,193900,New York University,2,Women,23,new-york-university,photography
521002,Labor & Industrial Relations,2013,2013,193900,New York University,2,Women,23,new-york-university,labor-industrial-relations
521301,Management Science,2017,2017,193900,New York University,2,Women,23,new-york-university,management-science
110103,Information Technology,2017,2017,193900,New York University,2,Women,22,new-york-university,information-technology
110401,Information Science,2014,2014,193900,New York University,2,Women,22,new-york-university,information-science
131305,English & Language Arts Teacher Education,2014,2014,193900,New York University,2,Women,22,new-york-university,english-language-arts-teacher-education
220210,"International Business, Trade, & Tax Law",2014,2014,193900,New York University,2,Women,22,new-york-university,international-business-trade-tax-law
261201,Biotechnology,2014,2014,193900,New York University,2,Women,22,new-york-university,biotechnology-261201
270501,General Statistics,2016,2016,193900,New York University,2,Women,22,new-york-university,general-statistics
279999,Other Mathematics & Statistics,2019,2019,193900,New York University,2,Women,22,new-york-university,other-mathematics-statistics
449999,Other Public Administration & Social Service Professions,2012,2012,193900,New York University,2,Women,22,new-york-university,other-public-administration-social-service-professions
449999,Other Public Administration & Social Service Professions,2019,2019,193900,New York University,2,Women,22,new-york-university,other-public-administration-social-service-professions
500605,Photography,2017,2017,193900,New York University,2,Women,22,new-york-university,photography
510501,General Dental Clinical Sciences,2017,2017,193900,New York University,2,Women,22,new-york-university,general-dental-clinical-sciences
510501,General Dental Clinical Sciences,2018,2018,193900,New York University,2,Women,22,new-york-university,general-dental-clinical-sciences
50104,East Asian Studies,2013,2013,193900,New York University,2,Women,21,new-york-university,east-asian-studies
100202,Radio & Television Broadcasting Technology,2016,2016,193900,New York University,2,Women,21,new-york-university,radio-television-broadcasting-technology
140801,General Civil Engineering,2017,2017,193900,New York University,2,Women,21,new-york-university,general-civil-engineering
160101,General Foreign Languages & Literatures,2013,2013,193900,New York University,2,Women,21,new-york-university,general-foreign-languages-literatures
160102,Linguistics,2012,2012,193900,New York University,2,Women,21,new-york-university,linguistics
160104,Comparative Literature,2019,2019,193900,New York University,2,Women,21,new-york-university,comparative-literature
260210,Biochemistry & Molecular Biology,2018,2018,193900,New York University,2,Women,21,new-york-university,biochemistry-molecular-biology
279999,Other Mathematics & Statistics,2018,2018,193900,New York University,2,Women,21,new-york-university,other-mathematics-statistics
459999,Other Social Sciences,2012,2012,193900,New York University,2,Women,21,new-york-university,other-social-sciences-459999
500402,Commercial & Advertising Art,2013,2013,193900,New York University,2,Women,21,new-york-university,commercial-advertising-art
500605,Photography,2015,2015,193900,New York University,2,Women,21,new-york-university,photography
500605,Photography,2019,2019,193900,New York University,2,Women,21,new-york-university,photography
510501,General Dental Clinical Sciences,2014,2014,193900,New York University,2,Women,21,new-york-university,general-dental-clinical-sciences
513809,Pediatric Nurse,2016,2016,193900,New York University,2,Women,21,new-york-university,pediatric-nurse
513809,Pediatric Nurse,2018,2018,193900,New York University,2,Women,21,new-york-university,pediatric-nurse
40301,"Urban, Community, & Regional Planning",2019,2019,193900,New York University,2,Women,20,new-york-university,urban-community-regional-planning
50104,East Asian Studies,2012,2012,193900,New York University,2,Women,20,new-york-university,east-asian-studies
111005,Information Technology Project Management,2018,2018,193900,New York University,2,Women,20,new-york-university,information-technology-project-management
131305,English & Language Arts Teacher Education,2016,2016,193900,New York University,2,Women,20,new-york-university,english-language-arts-teacher-education
131330,Spanish Language Teacher Education,2012,2012,193900,New York University,2,Women,20,new-york-university,spanish-language-teacher-education
131330,Spanish Language Teacher Education,2013,2013,193900,New York University,2,Women,20,new-york-university,spanish-language-teacher-education
160101,General Foreign Languages & Literatures,2012,2012,193900,New York University,2,Women,20,new-york-university,general-foreign-languages-literatures
160103,Language Interpretation & Translation,2019,2019,193900,New York University,2,Women,20,new-york-university,language-interpretation-translation
240199,"Other Liberal Arts & Sciences, General Studies, & Humanities",2013,2013,193900,New York University,2,Women,20,new-york-university,other-liberal-arts-sciences-general-studies-humanities
270305,Financial Mathematics,2019,2019,193900,New York University,2,Women,20,new-york-university,financial-mathematics
380101,Philosophy,2018,2018,193900,New York University,2,Women,20,new-york-university,philosophy-380101
422804,Industrial & Organizational Psychology,2012,2012,193900,New York University,2,Women,20,new-york-university,industrial-organizational-psychology
429999,Other Psychology,2013,2013,193900,New York University,2,Women,20,new-york-university,other-psychology
451201,Urban Studies,2019,2019,193900,New York University,2,Women,20,new-york-university,urban-studies
500904,Music Theory & Composition,2018,2018,193900,New York University,2,Women,20,new-york-university,music-theory-composition
510501,General Dental Clinical Sciences,2015,2015,193900,New York University,2,Women,20,new-york-university,general-dental-clinical-sciences
510501,General Dental Clinical Sciences,2016,2016,193900,New York University,2,Women,20,new-york-university,general-dental-clinical-sciences
521302,Business Statistics,2018,2018,193900,New York University,2,Women,20,new-york-university,business-statistics
40301,"Urban, Community, & Regional Planning",2015,2015,193900,New York University,2,Women,19,new-york-university,urban-community-regional-planning
50108,Near & Middle Eastern Studies,2017,2017,193900,New York University,2,Women,19,new-york-university,near-middle-eastern-studies
110104,Informatics,2019,2019,193900,New York University,2,Women,19,new-york-university,informatics
131302,Art Teacher Education,2012,2012,193900,New York University,2,Women,19,new-york-university,art-teacher-education
139999,Other Education,2017,2017,193900,New York University,2,Women,19,new-york-university,other-education
160104,Comparative Literature,2014,2014,193900,New York University,2,Women,19,new-york-university,comparative-literature
160104,Comparative Literature,2016,2016,193900,New York University,2,Women,19,new-york-university,comparative-literature
160902,Italian Language & Literature,2012,2012,193900,New York University,2,Women,19,new-york-university,italian-language-literature
229999,Other Legal Professions & Studies,2014,2014,193900,New York University,2,Women,19,new-york-university,other-legal-professions-studies
229999,Other Legal Professions & Studies,2016,2016,193900,New York University,2,Women,19,new-york-university,other-legal-professions-studies
261201,Biotechnology,2015,2015,193900,New York University,2,Women,19,new-york-university,biotechnology-261201
380101,Philosophy,2015,2015,193900,New York University,2,Women,19,new-york-university,philosophy-380101
449999,Other Public Administration & Social Service Professions,2015,2015,193900,New York University,2,Women,19,new-york-university,other-public-administration-social-service-professions
500411,Game & Interactive Media Design,2019,2019,193900,New York University,2,Women,19,new-york-university,game-interactive-media-design
519999,Other Health Professions & Related Clinical Sciences,2012,2012,193900,New York University,2,Women,19,new-york-university,other-health-professions-related-clinical-sciences-519999
519999,Other Health Professions & Related Clinical Sciences,2018,2018,193900,New York University,2,Women,19,new-york-university,other-health-professions-related-clinical-sciences-519999
520801,General Finance,2015,2015,193900,New York University,2,Women,19,new-york-university,general-finance
110803,Computer Graphics,2016,2016,193900,New York University,2,Women,18,new-york-university,computer-graphics
130404,"Educational, Instructional, & Curriculum Supervision",2013,2013,193900,New York University,2,Women,18,new-york-university,educational-instructional-curriculum-supervision
131305,English & Language Arts Teacher Education,2015,2015,193900,New York University,2,Women,18,new-york-university,english-language-arts-teacher-education
131330,Spanish Language Teacher Education,2015,2015,193900,New York University,2,Women,18,new-york-university,spanish-language-teacher-education
140801,General Civil Engineering,2014,2014,193900,New York University,2,Women,18,new-york-university,general-civil-engineering
141901,Mechanical Engineering,2015,2015,193900,New York University,2,Women,18,new-york-university,mechanical-engineering-141901
160101,General Foreign Languages & Literatures,2019,2019,193900,New York University,2,Women,18,new-york-university,general-foreign-languages-literatures
160102,Linguistics,2014,2014,193900,New York University,2,Women,18,new-york-university,linguistics
160103,Language Interpretation & Translation,2017,2017,193900,New York University,2,Women,18,new-york-university,language-interpretation-translation
160104,Comparative Literature,2017,2017,193900,New York University,2,Women,18,new-york-university,comparative-literature
160902,Italian Language & Literature,2013,2013,193900,New York University,2,Women,18,new-york-university,italian-language-literature
260202,Biochemistry,2018,2018,193900,New York University,2,Women,18,new-york-university,biochemistry
269999,Other Biological & Biomedical Sciences,2012,2012,193900,New York University,2,Women,18,new-york-university,other-biological-biomedical-sciences
279999,Other Mathematics & Statistics,2017,2017,193900,New York University,2,Women,18,new-york-university,other-mathematics-statistics
380101,Philosophy,2017,2017,193900,New York University,2,Women,18,new-york-university,philosophy-380101
449999,Other Public Administration & Social Service Professions,2017,2017,193900,New York University,2,Women,18,new-york-university,other-public-administration-social-service-professions
512301,Art Therapy,2019,2019,193900,New York University,2,Women,18,new-york-university,art-therapy
513809,Pediatric Nurse,2015,2015,193900,New York University,2,Women,18,new-york-university,pediatric-nurse
519999,Other Health Professions & Related Clinical Sciences,2019,2019,193900,New York University,2,Women,18,new-york-university,other-health-professions-related-clinical-sciences-519999
50108,Near & Middle Eastern Studies,2019,2019,193900,New York University,2,Women,17,new-york-university,near-middle-eastern-studies
110803,Computer Graphics,2015,2015,193900,New York University,2,Women,17,new-york-university,computer-graphics
130401,General Educational Leadership & Administration,2018,2018,193900,New York University,2,Women,17,new-york-university,general-educational-leadership-administration
131305,English & Language Arts Teacher Education,2018,2018,193900,New York University,2,Women,17,new-york-university,english-language-arts-teacher-education
140801,General Civil Engineering,2015,2015,193900,New York University,2,Women,17,new-york-university,general-civil-engineering
140801,General Civil Engineering,2019,2019,193900,New York University,2,Women,17,new-york-university,general-civil-engineering
143301,Construction Engineering,2016,2016,193900,New York University,2,Women,17,new-york-university,construction-engineering-143301
143701,Operations Research,2012,2012,193900,New York University,2,Women,17,new-york-university,operations-research-143701
143701,Operations Research,2013,2013,193900,New York University,2,Women,17,new-york-university,operations-research-143701
160103,Language Interpretation & Translation,2016,2016,193900,New York University,2,Women,17,new-york-university,language-interpretation-translation
229999,Other Legal Professions & Studies,2017,2017,193900,New York University,2,Women,17,new-york-university,other-legal-professions-studies
260210,Biochemistry & Molecular Biology,2015,2015,193900,New York University,2,Women,17,new-york-university,biochemistry-molecular-biology
260901,General Physiology,2015,2015,193900,New York University,2,Women,17,new-york-university,general-physiology
279999,Other Mathematics & Statistics,2016,2016,193900,New York University,2,Women,17,new-york-university,other-mathematics-statistics
429999,Other Psychology,2015,2015,193900,New York University,2,Women,17,new-york-university,other-psychology
451201,Urban Studies,2017,2017,193900,New York University,2,Women,17,new-york-university,urban-studies
500913,Music Technology,2015,2015,193900,New York University,2,Women,17,new-york-university,music-technology
500999,Other Music,2013,2013,193900,New York University,2,Women,17,new-york-university,other-music
512301,Art Therapy,2018,2018,193900,New York University,2,Women,17,new-york-university,art-therapy
513809,Pediatric Nurse,2014,2014,193900,New York University,2,Women,17,new-york-university,pediatric-nurse
513810,Psychiatric Nurse,2018,2018,193900,New York University,2,Women,17,new-york-university,psychiatric-nurse
520801,General Finance,2019,2019,193900,New York University,2,Women,17,new-york-university,general-finance
50104,East Asian Studies,2016,2016,193900,New York University,2,Women,16,new-york-university,east-asian-studies
50299,"Other Ethnic, Minority, Gender, & Group Studies",2012,2012,193900,New York University,2,Women,16,new-york-university,other-ethnic-minority-gender-group-studies
130401,General Educational Leadership & Administration,2017,2017,193900,New York University,2,Women,16,new-york-university,general-educational-leadership-administration
130404,"Educational, Instructional, & Curriculum Supervision",2015,2015,193900,New York University,2,Women,16,new-york-university,educational-instructional-curriculum-supervision
130404,"Educational, Instructional, & Curriculum Supervision",2017,2017,193900,New York University,2,Women,16,new-york-university,educational-instructional-curriculum-supervision
131302,Art Teacher Education,2015,2015,193900,New York University,2,Women,16,new-york-university,art-teacher-education
131315,Reading Teacher Education,2012,2012,193900,New York University,2,Women,16,new-york-university,reading-teacher-education
131318,Social Studies Teacher Education,2013,2013,193900,New York University,2,Women,16,new-york-university,social-studies-teacher-education
139999,Other Education,2018,2018,193900,New York University,2,Women,16,new-york-university,other-education
140501,Bioengineering & Biomedical Engineering,2019,2019,193900,New York University,2,Women,16,new-york-university,bioengineering-biomedical-engineering
140701,Chemical Engineering,2014,2014,193900,New York University,2,Women,16,new-york-university,chemical-engineering-140701
143501,Industrial Engineering,2017,2017,193900,New York University,2,Women,16,new-york-university,industrial-engineering-143501
160102,Linguistics,2016,2016,193900,New York University,2,Women,16,new-york-university,linguistics
161102,Hebrew Language & Literature,2013,2013,193900,New York University,2,Women,16,new-york-university,hebrew-language-literature
169999,"Other Foreign Languages, Literatures, & Linguistics",2012,2012,193900,New York University,2,Women,16,new-york-university,other-foreign-languages-literatures-linguistics
229999,Other Legal Professions & Studies,2019,2019,193900,New York University,2,Women,16,new-york-university,other-legal-professions-studies
